
0.00000000	0.00000000	0.00000000	0.40100000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1.33806600	0.00000000	0.00000000	0.40100000	0.00000000	-0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000000	0.00000000
1.59097300	-0.00000014	-0.00000211	0.40099984	-0.00004100	0.00006101	-0.00000055	-0.00000112	-0.00001670	-0.00000124	-0.00032413	0.00048403	-0.00000435
1.61262500	-0.00000017	-0.00000244	0.40099982	-0.00004021	0.00006710	-0.00000054	-0.00000123	-0.00001386	-0.00000120	0.00039770	0.00008408	0.00000555
1.63728400	-0.00000019	-0.00000275	0.40099979	-0.00003199	0.00005864	-0.00000045	-0.00000096	-0.00001142	-0.00000094	0.00027105	-0.00076868	0.00000162
1.65621200	-0.00000021	-0.00000300	0.40099977	-0.00002793	0.00004056	-0.00000040	-0.00000064	-0.00001415	-0.00000084	0.00016048	-0.00114956	0.00000352
1.67541500	-0.00000022	-0.00000328	0.40099976	-0.00002488	0.00002115	-0.00000034	-0.00000043	-0.00001553	-0.00000079	0.00016038	-0.00088480	0.00000308
1.69760900	-0.00000023	-0.00000364	0.40099974	-0.00002164	-0.00000088	-0.00000026	-0.00000018	-0.00001659	-0.00000073	0.00013428	-0.00111235	0.00000369
1.71938300	-0.00000023	-0.00000401	0.40099973	-0.00001880	-0.00002561	-0.00000018	0.00000007	-0.00001758	-0.00000067	0.00012978	-0.00117020	0.00000394
1.73915100	-0.00000022	-0.00000436	0.40099971	-0.00001633	-0.00004988	-0.00000009	0.00000033	-0.00001836	-0.00000062	0.00012340	-0.00129482	0.00000463
1.75951400	-0.00000021	-0.00000474	0.40099970	-0.00001400	-0.00007715	0.00000000	0.00000061	-0.00001884	-0.00000056	0.00010859	-0.00139030	0.00000469
1.77967900	-0.00000020	-0.00000513	0.40099969	-0.00001197	-0.00010548	0.00000009	0.00000086	-0.00001907	-0.00000052	0.00009534	-0.00142412	0.00000422
1.80290200	-0.00000018	-0.00000557	0.40099968	-0.00000986	-0.00013859	0.00000018	0.00000108	-0.00001925	-0.00000049	0.00008882	-0.00143108	0.00000390
1.82315100	-0.00000015	-0.00000596	0.40099967	-0.00000822	-0.00016768	0.00000026	0.00000122	-0.00001936	-0.00000047	0.00007535	-0.00144461	0.00000324
1.84022500	-0.00000013	-0.00000629	0.40099966	-0.00000700	-0.00019237	0.00000031	0.00000131	-0.00001943	-0.00000047	0.00006959	-0.00144814	0.00000282
